usd_zar_logret,Brent_Oil_logret,Natural_Gas_logret,US_Soybean_Oil_logret,US_Soybean_Meal_logret,Gold_logret,US_Copper_logret,Silver_logret,US_Sugar_logret,US_Soybeans_logret,Hard_Red_Winter_Wheat_logret,Orange_Juice_logret,platinum_logret,US_beef_logret,Palladium_logret,US_Cotton_logret,Cocoa_logret,Coffee_logret,Corn_logret,Heating_Oil_logret,Lean_Hogs_logret,Oats_logret,RBOB_Gasoline_logret,Rice_logret,WTI_Crude_Oil_logret
-0.0067152819710931,-0.0274331417801567,-0.0036832454162963,0.0080821080284523,0.0101937681895423,-0.0056557238068544,-0.001869741897154,-0.0311787182484508,-0.0556166906592572,0.0168345001977918,-0.0009119927672687,0.0089706170962342,-0.0230707460099708,0.0032524952663353,-0.0450736914688763,-0.0272589345356744,0.0072029122940584,-0.0021482285382896,0.0082008809191203,0.0028708716333015,-0.0009628679447089,0.0021390382487496,-0.0114361830854382,-0.0113736362745064,-0.0050258561281433
-0.0024681213680834,-0.0046462596784557,0.0128324400698843,0.0074028715622809,0.0187547359156958,0.0010628876111358,-0.0018732443816802,-0.0082876064602279,0.0069084903438114,0.0107124752338023,0.0081781464438916,0.0006359671406368,-0.0189932238133527,-0.0013774836615185,-0.0472016199565477,-0.0280228563693771,-0.0059988182292531,0.0200134294486042,0.0083451591499947,0.0028626533174679,-0.0135357015066794,-0.0021390382487496,0.0004613459362405,-0.0046976492473371,0.0106990838801865
0.0016460909066686,-0.0226941874028123,-0.0105288223729915,0.0067381571939768,-0.0106738838617568,0.0017689726884349,0.0161193818798831,0.0054043752461432,-0.0069084903438114,-0.0026673795489706,-0.0045351551653904,0.0201456428836515,0.0048426244757875,-0.0004595832014855,-0.085281272751847,0.0678080507242313,0.0119618651174997,-0.0148654257681739,0.0187649916077585,0.0157535336413376,-0.0049751623608784,0.0021390382487496,0.0110002971717992,0.0012761043742752,0.0182421264554317
-0.0037900679792655,0.0273404470812681,0.0195950676107448,0.0079051795071132,0.0,-0.0007072136079768,0.0064979079855254,-0.0009629273733935,0.0120587163201273,0.0074508061558651,0.0099503308531678,0.0044360417692717,0.0024125464053836,-0.0078097663540575,0.0664381888970542,0.0076717405837323,0.0141678875187309,-0.0233776620314873,0.0078468055686302,0.0225109272931491,-0.0033615029213232,0.002134472528632,0.0062686899330229,-0.0047137114417659,0.0031149084926691
0.0032142443299076,0.0368190503086354,0.0196610443991569,-0.0121878412991143,-0.0094340322333588,0.0059954332295406,0.019244164229509,0.0009629273733935,-0.0017137964777345,-0.0111971311154865,0.0071749186722946,-0.0040757452446396,-0.0048309272696647,-0.0050017967801432,0.1763351271587749,0.0226682856819993,-0.0165488410244734,0.0293504152414261,-0.0139065144289398,-0.014414385340674,0.0009174987151823,0.0063762171392767,-0.0116911825150109,0.0051918786436673,0.0129459905949902
0.0022192093930877,0.0076876769474023,-0.0071048256237444,-0.0123382194440391,0.0074199328616577,-0.00246435611428,0.0063332947547506,-0.0100600577584117,-0.0278278826227402,0.0016072867108718,0.000893255977215,4.259412079221647e-05,0.0105973870677882,0.0004297070896175,0.0524858705110995,0.0074433264193256,0.008308653139017,0.0021244961754405,-0.0101423847333563,0.034575655417101,-0.0005740714863753,-0.0085106896679088,-0.0004191092227128,0.0003982726532374,-0.0018840893808511
-0.0035366241575263,0.0068287069937218,0.0035587226169939,0.0086527115868633,0.0140142433748113,0.0049226541038205,0.0235443483053084,0.0019425025533081,-0.0395735090645079,0.0117084892649002,0.0203276995056711,-0.0064011971980431,0.005971593134058,0.0,0.0754396627907292,0.0280509852100907,0.0094118341823472,0.0097149131543208,-0.0107286633342429,0.0002107331198182,-0.0005744012337536,0.0169495583137733,-0.0016262475316123,-0.0059906571964944,0.0064504797661824
-0.0018968295654691,0.0194257842939338,0.0306101729982558,0.0297081562855825,0.0190356912977405,-0.0007017544147638,-0.0034965070587293,-0.0005823546704424,0.0073126468462865,0.0193875603606779,0.0147636203055991,-0.0154482725270783,0.0130133152638123,0.0,-0.0192666935873235,-0.0054240875270314,0.0197107830639327,-0.0033683720268777,0.0006341114553132,-0.0254060656307881,-0.0063189342890215,0.0125262598191797,0.0115262466572413,0.0375800593039983,0.0083823704294836
0.002967361227802,0.007042282625413,0.0195112538483739,-0.0059916296682662,0.0077720598477029,0.0122968453094909,0.0069808311413402,0.0021820835425181,-0.0073126468462865,0.0077539804369042,0.010291686036548,-0.0075023256838235,0.0093007923082915,0.0024315251914153,-0.0196452036449636,-0.0054536687767399,-0.0244056273681403,-0.0519372437646632,-0.0032395009277284,-0.0036725331222135,-0.0016301111308654,-0.0041580101486635,0.0116301113369197,-0.0366191300481761,0.0083126899782102
0.0017269031058624,0.0154741965825975,0.0064200609925313,0.0205211662194844,0.0210668499677195,0.0040655736982087,0.0030388562565125,0.0007263043534389,-0.0222643704973997,0.0255462834265873,-0.0025630086648895,0.0064032238501408,0.0030811396510621,-0.0067369279384328,-0.061363111070956,-0.0165417650156696,-0.0196026472935137,0.0210996630551969,-0.0005640256184475,0.0165006182272017,0.0065716414654737,0.0015612805669524,0.0250350385682136,0.0020987952742554,0.023501475857345
0.0005749722939625,-0.0080940892849747,0.0141669036047408,0.0067478618960672,0.0069247994691483,0.0024142105190225,0.0010109034004076,0.0015476884497762,-0.0075329923075451,0.0083724325370768,-0.0008557980838963,-0.0009456308276023,0.0286093425741036,0.0027289065408933,-0.0213206566942512,-0.0055752922745062,-0.0066205478055891,0.0069354350150909,-0.0019313678943593,0.007606174971615,0.0013171416504005,0.0005198856368719,0.0035309395198943,0.0006986206888905,0.0065133346320038
0.0040973588422055,0.0100116354142465,0.0570894554563059,-0.0088106296821552,-0.0006275494401117,-0.0034506590484948,0.0188738802450166,0.0161077308159327,0.0371100096512313,-0.0024919026101795,0.0051238369998696,0.0056307054126056,-0.0015806985121651,0.0061485858966499,-0.0217851483413307,-0.0056065505136935,0.0191393402106978,0.0081738197623275,0.002768740153451,-0.0144412213335079,0.0013154090700768,0.0144481357473864,-0.0035850443372685,0.0039828147673881,-0.0245046397005812
-0.0022924522893772,0.0095329606587237,-0.0293438976290597,-0.0047309372685822,0.0168071183163807,0.001381692793215,-0.0108232329678495,0.0005705049123077,0.0126698527410515,0.0089419373756616,-0.0025586367903249,0.0177137813552157,0.0067567824628804,-0.0007130125079255,-0.022270330408423,-0.0056381612327198,0.0106070528957218,-0.0411076414335767,-0.0025415825702079,-0.0062890092620109,0.0006715957938006,0.0,0.000980395478206,-0.0029457970884627,0.0176841622020034
0.0045796612590247,-0.0110667032906723,0.0171558167360189,-0.00654180150394,0.0018501392881615,-0.0055382626848219,0.0,0.006254166126232,-0.0236589743166468,-0.0004946821767957,0.0008536065392412,-0.0157859302374161,0.0221984697891484,-0.0007135212575279,-0.0227776169063584,-0.0056701304274477,0.0093349569360512,-0.0071685173563107,-0.0061992744910668,-0.0192790077874577,0.0053526836415884,-0.0082304991365154,-0.0022377631816827,0.0049312337441755,-0.0142143599454906
0.0064251369830845,0.0182514572073624,0.0342179573103412,0.0153940280912912,0.0110295235755,-0.0052201266964111,-0.0190812380754275,0.0041478189180605,-0.026120888075636,0.0132712687557772,0.0051063940745734,-0.0087075470690001,0.0128696158190075,-0.0007140307336568,-0.0716217056390764,-0.0172058840454596,-0.019942009831773,0.0062752747839214,-0.0043425654956221,-0.0370880629017744,0.003758426205239,0.0041237171838615,0.0016705338494984,0.0047490564823275,-0.0078177882374963
-0.0009408559237991,-0.0155689493715405,-0.0361977639360315,0.0046893403633863,0.0072860067309337,-0.000348979239277,-0.0164806555376578,-0.0060388936117323,0.0056550574833451,0.0097182494689214,-0.0034013638234897,0.0043727481475563,-0.0305887948041103,-0.000714540937869,-0.0250610494598957,-0.0058017167508985,-0.0071343941138746,0.0084538612488591,0.0065973758846551,-0.0180524320099915,-0.0003262912282151,0.0081967672041791,-0.0055491038518805,-0.0011061027007255,0.0113259565954053
0.0021561690164653,-0.0197107830639327,0.0339015516756813,0.0005846243954876,-0.0109490144896708,0.0020920509722239,-0.001187648595656,0.0246787622707751,0.0149256502166756,-0.007279818609386,-0.0180494801189832,0.0006705193536422,-0.0042548354124285,-0.0021466913431638,-0.0257052854742463,-0.0058355731891417,0.0095012591241401,0.0201761493216174,-0.0054260091139859,-0.0057294226304468,0.0091323480013834,-0.0102565001671894,-0.0055800683103347,0.0020532286104257,0.0377689606257942
0.008385793376274,0.0023391823531722,-0.0303407170526722,0.0361588889773312,0.0199824995873383,-0.0038387763071661,0.003558722616994,-0.0163846525180919,0.0018501392881613,0.0264374926423194,0.0086356322496055,0.0085158872203905,0.0182348431591696,-0.0007165890668519,-0.0263835197102197,-0.0058698270925248,-0.0275631589291531,-0.0047878481015475,-0.0062296319901848,0.0050185967089444,-0.0053912950974406,0.0020597329630103,-0.0056113802773003,0.0078579990483638,0.0243929700998193
0.0207405424238225,0.0112295468528964,0.05006821569099,-0.003953690549828,-0.0084287073350557,0.0006990563024977,-0.0053428444104955,-0.0018789934126606,0.0110295235754995,-0.0066635182307708,-0.0103717437967816,0.0573099149343967,0.002640873489299,-0.0007171029349963,-0.0270985165534716,-0.0059044855015892,-0.0146881465616566,0.0008722059166634,-0.0114167777890203,-0.0229617645761534,-0.0017030201254528,-0.0020597329630103,-0.0181638309459683,0.0198394270505661,-0.0010634693480153
-0.0071034237126592,0.0160431248405754,0.0138036140629477,-0.0304533731619716,-0.0269624176051275,-0.0027991620796141,0.0171146107182863,-0.0121098925503768,-0.0091828009823349,-0.0300555827321096,-0.0148799244341848,0.0168130052697037,-0.0046260818575394,-0.0007176175406637,-0.0860014087642433,-0.0179255611719915,-0.0199259394610811,-0.0318893139640632,0.0033980273463738,0.0129677034136204,-0.0083523825057048,-0.0103627870355467,0.0148598059048953,0.0,0.0039078975425246
-0.0051618141213709,-0.0175845509646594,0.0219869611992815,-0.0029214160421342,0.0049566396399285,0.0080265655147666,-0.0159248425826976,-0.0024778436388737,-0.005550430530649,0.0039292781398891,0.0052770571008435,-0.0109401596174922,0.0289434156772721,-0.0007181328854404,-0.0303931834053763,-0.0060473109662648,-0.0410840833698751,0.004938308576774,0.0017325130895748,0.025029569227755,-0.0003612999672579,-0.006269613013595,-0.0288912152340965,-0.0146088917746056,-0.068947834810507
0.0003980099555027,0.0277637151999896,-0.0369181829742664,-0.0141428403291286,0.0018524241172386,0.0076177653701074,-0.01618255272173,0.0091186042164344,0.0202027073175194,-0.0049140148024289,0.0,-0.0023241380429812,0.0182788842698,-0.0021574981400211,-0.0313459626362089,-0.0060841035451604,0.0039241384561341,0.0053595349013555,0.012417302595292,0.0055033673462936,-0.0003614305521058,-0.0042016868537002,-0.0554864616901137,0.0027215013948116,-0.0435908118517347
-0.0039872461118177,0.0152617888756472,0.0307374688792398,-0.0155505525960175,-0.0149163735206636,0.0766671546125428,-0.0375544284610028,0.052313953368174,0.0198026272961797,-0.0128906098310777,-0.0132452267500209,0.0115006788681224,0.0088069603704319,0.0002879355044367,0.2812903965590037,0.0278348089513675,0.0103897038491362,0.0062166888458756,0.0007989982128977,-0.0032625264897582,0.0019201989386647,-0.0063358184490853,-0.0317677076639877,-0.0048260602278982,-0.030904185964458
0.0045441940515833,-0.0070435879712613,-0.0678993776655801,-0.0084746269909721,0.0186109590040253,-0.0275321033902011,0.0183993256145823,-0.0528814365953582,0.0315815720502987,0.0089419373756616,0.0123676488086612,0.0142251172211338,-0.0098605902494961,-0.0007199942711491,0.055466268640778,-3.4108475085226075e-05,-0.0116960397631915,-0.0004427310265295,-0.0050157807829176,-0.0262066195168298,0.0031878234046209,-0.0042462908814515,-0.0379609036935154,-0.0008586455291603,-0.0085128778883576
0.0007156204336729,-0.0191555152897531,-0.0264994742710603,0.0090772181511167,-0.0036945854833616,-0.0092379409849367,0.0532499893060482,0.0103530336499024,-0.0227083993698122,0.0019762852282116,0.0069991536821891,0.0064202426116111,0.049763582240474,0.001583303677286,0.1500292239066922,-0.0001023324061417,0.023256862164267,-0.010685806119465,-0.006528816174586,0.0036400535380541,0.0134629348484121,0.0105821093305369,0.0083629423740357,0.0052963623152975,-0.0059221789294552
0.0013503318307435,0.0206425044113318,0.0178753518269632,-0.0109025913382154,-0.0099194861715599,0.0226127937640452,0.017137983141657,0.0167134809737405,-0.0232360766808481,-0.0124163502248952,0.0017421607193846,0.0106223522771768,0.0605183691483972,0.0017243861148878,0.0453930278771883,-3.411312927248389e-05,-0.0206458946235468,-0.0286057534396766,-0.0041759181377916,0.0223025810649633,0.0020209829735309,-0.0105821093305369,-0.0167251898217964,0.000388343441761,-0.0227394748886973
0.003328317518974,0.0205889625776212,0.020265697459583,0.0,0.011768485157507,0.0322042814942307,0.0159456681554267,-0.0009212345193208,-0.007259560012804,0.0069721397970505,0.0206725708047201,-0.0003311647587302,-0.022339738007103,-0.0088690778576987,-0.084224697434208,0.040849274700955,0.0219222189831516,-0.0078613695038836,-0.0011678051171317,0.0363924873394175,-0.0012342140278853,-0.0042643987864572,-0.024879009753945,0.0067329814090375,0.0122815665452105
