Date,Price,Open,High,Low,Vol.,Change %
31-12-2025,"1,047.50","1,061.25","1,064.00","1,047.00",104.21K,-1.39%
30-12-2025,"1,062.25","1,063.75","1,067.75","1,060.75",109.87K,-0.12%
29-12-2025,"1,063.50","1,075.00","1,077.50","1,063.00",142.96K,-0.84%
26-12-2025,"1,072.50","1,080.50","1,082.50","1,070.75",76.87K,0.92%
25-12-2025,"1,062.75","1,062.75","1,062.75","1,062.75",,-1.28%
24-12-2025,"1,076.50","1,063.50","1,077.75","1,063.00",68.17K,1.20%
23-12-2025,"1,063.75","1,065.00","1,069.75","1,062.50",118.99K,-0.12%
22-12-2025,"1,065.00","1,059.25","1,066.75","1,059.00",121.44K,1.50%
19-12-2025,"1,049.25","1,052.25","1,054.00","1,047.00",101.06K,-0.29%
18-12-2025,"1,052.25","1,058.25","1,061.25","1,051.00",115.44K,-0.57%
17-12-2025,"1,058.25","1,063.50","1,067.50","1,053.50",130.59K,-0.42%
16-12-2025,"1,062.75","1,072.00","1,076.25","1,059.50",138.91K,-0.84%
15-12-2025,"1,071.75","1,074.50","1,080.00","1,067.00",184.07K,-0.46%
12-12-2025,"1,076.75","1,093.00","1,094.50","1,075.75",131.28K,-1.53%
11-12-2025,"1,093.50","1,091.00","1,096.00","1,086.25",149.79K,0.21%
10-12-2025,"1,091.25","1,087.50","1,093.25","1,081.50",148.75K,0.37%
09-12-2025,"1,087.25","1,093.75","1,094.75","1,084.50",185.67K,-0.59%
08-12-2025,"1,093.75","1,105.00","1,107.50","1,092.25",170.57K,-1.04%
05-12-2025,"1,105.25","1,119.25","1,121.00","1,104.50",140.33K,-1.27%
04-12-2025,"1,119.50","1,117.00","1,124.50","1,114.00",134.99K,0.34%
03-12-2025,"1,115.75","1,125.25","1,130.75","1,115.50",127.54K,-0.80%
02-12-2025,"1,124.75","1,126.50","1,135.75","1,123.25",134.46K,-0.29%
01-12-2025,"1,128.00","1,140.00","1,142.25","1,127.00",117.12K,-0.86%
28-11-2025,"1,137.75","1,131.75","1,138.75","1,129.75",38.01K,0.53%
27-11-2025,"1,131.75","1,132.00","1,132.00","1,131.75",,0.02%
26-11-2025,"1,131.50","1,125.50","1,135.25","1,122.75",104.78K,0.60%
25-11-2025,"1,124.75","1,121.75","1,128.75","1,117.25",115.33K,0.13%
24-11-2025,"1,123.25","1,128.25","1,131.00","1,116.25",109.63K,-0.16%
21-11-2025,"1,125.00","1,122.50","1,127.50","1,113.25",123.07K,0.22%
20-11-2025,"1,122.50","1,135.50","1,142.75","1,121.50",128.50K,-1.21%
19-11-2025,"1,136.25","1,152.25","1,152.50","1,135.00",118.64K,-1.50%
18-11-2025,"1,153.50","1,155.50","1,169.50","1,147.75",186.56K,-0.32%
17-11-2025,"1,157.25","1,120.00","1,160.25","1,114.25",233.04K,4.00%
14-11-2025,"1,112.75","1,133.00","1,138.75","1,116.00",0.03K,-1.70%
13-11-2025,"1,132.00","1,120.25","1,135.75","1,115.50",0.15K,1.03%
12-11-2025,"1,120.50","1,120.75","1,120.75","1,110.00",0.10K,0.65%
11-11-2025,"1,113.25","1,110.50","1,115.00","1,106.00",0.20K,-0.25%
10-11-2025,"1,116.00","1,106.25","1,116.00","1,106.25",0.64K,-0.09%
07-11-2025,"1,117.00","1,108.00","1,118.25","1,108.00",129.37K,0.86%
06-11-2025,"1,107.50","1,132.75","1,133.25","1,103.50",212.01K,-2.36%
05-11-2025,"1,134.25","1,120.00","1,137.00","1,116.25",163.61K,1.14%
04-11-2025,"1,121.50","1,133.25","1,135.00","1,112.50",171.48K,-1.12%
03-11-2025,"1,134.25","1,114.00","1,135.75","1,114.00",193.01K,1.70%
31-10-2025,"1,115.25","1,106.50","1,115.75","1,101.00",161.42K,0.68%
30-10-2025,"1,107.75","1,092.25","1,114.50","1,070.50",388.45K,1.21%
29-10-2025,"1,094.50","1,093.00","1,098.00","1,085.25",221.83K,-0.07%
28-10-2025,"1,095.25","1,084.00","1,108.00","1,083.00",330.95K,0.94%
27-10-2025,"1,085.00","1,073.75","1,090.00","1,070.25",273.08K,2.33%
24-10-2025,"1,060.25","1,061.50","1,063.00","1,058.75",151.07K,-0.16%
23-10-2025,"1,062.00","1,050.00","1,062.25","1,049.75",131.50K,1.14%
22-10-2025,"1,050.00","1,047.25","1,054.25","1,044.50",167.05K,0.14%
21-10-2025,"1,048.50","1,050.00","1,056.50","1,046.00",124.16K,-0.14%
