"Date","Price","Open","High","Low","Vol.","Change %"
"04-10-2022","625.00","625.00","625.00","625.00","","1.63%"
"03-10-2022","615.00","615.00","615.00","615.00","","0.82%"
"30-09-2022","610.00","610.00","610.00","610.00","","-10.10%"
"29-09-2022","678.50","678.50","678.50","678.50","","-1.09%"
"28-09-2022","686.00","686.00","686.00","686.00","","0.00%"
"27-09-2022","686.00","686.00","686.00","686.00","","0.00%"
"26-09-2022","686.00","686.00","686.00","686.00","","-0.22%"
"23-09-2022","687.50","687.50","687.50","687.50","","-2.83%"
"22-09-2022","707.50","707.50","707.50","707.50","","0.00%"
"21-09-2022","707.50","707.50","707.50","707.50","","0.00%"
"20-09-2022","707.50","707.50","707.50","707.50","","0.00%"
"19-09-2022","707.50","707.50","707.50","707.50","","0.00%"
"16-09-2022","707.50","707.50","707.50","707.50","","-0.70%"
"15-09-2022","712.50","712.50","712.50","712.50","","1.42%"
"14-09-2022","702.50","702.50","702.50","702.50","","0.72%"
